Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
7390	-7288.494	-7236.717	-51.77672	2.143898	14.55383	0.309867	0.669492	1.07321	1.94743	9.845138
7400	-7269.921	-7210.466	-59.45496	2.242811	14.39671	0.320633	0.678577	1.07503	1.92576	10.36671
7410	-7303.821	-7234.487	-69.33412	1.753611	15.5467	0.261978	0.625965	1.0624	2.04966	11.01638
7420	-7284.838	-7229.932	-54.90519	2.218782	14.71006	0.318063	0.676429	1.07461	1.9309	10.06799
7430	-7294.693	-7231.046	-63.64727	2.109103	15.40839	0.30596	0.666136	1.07249	1.95541	10.65461
7440	-7305.454	-7240.302	-65.15266	2.3077	13.56221	0.327432	0.684196	1.07608	1.9123	10.72815
7450	-7297.134	-7230.792	-66.34223	2.349603	12.99133	0.331718	0.687691	1.0767	1.90389	10.76698
7460	-7290.383	-7234.262	-56.12071	1.778703	15.85517	0.265347	0.62921	1.06332	2.04212	10.16429
7470	-7293.156	-7232.147	-61.00872	1.921944	14.88213	0.283776	0.646448	1.06791	2.00187	10.48521
7480	-7295.009	-7228.895	-66.11365	1.823642	13.50675	0.271274	0.634846	1.06488	2.029	10.79533
7490	-7280.229	-7220.312	-59.91746	2.431381	15.63524	0.339853	0.694233	1.0778	1.88811	10.40907
7500	-7306.479	-7237.46	-69.01848	1.788444	14.38243	0.266643	0.63045	1.06367	2.03924	11.03104
7510	-7277.826	-7219.537	-58.28906	1.971742	14.64905	0.289878	0.651975	1.06927	1.98888	10.29607
7520	-7296.175	-7225.233	-70.9428	1.812241	15.03251	0.269783	0.633437	1.06449	2.03229	11.14684
7530	-7318.391	-7250.945	-67.44607	1.67468	14.28227	0.25109	0.615266	1.05922	2.07442	10.92093
7540	-7299.078	-7234.367	-64.71113	1.853067	13.22918	0.275081	0.638421	1.06584	2.02066	10.66731
7550	-7284.283	-7218.145	-66.13786	2.102532	16.77609	0.305214	0.665492	1.07236	1.95694	10.73429
7560	-7293.939	-7233.914	-60.0254	2.110818	14.65628	0.306154	0.666303	1.07253	1.95501	10.41479
7570	-7294.617	-7223.568	-71.04964	1.730678	13.98024	0.25886	0.622935	1.06152	2.05669	11.1728
7580	-7288.966	-7231.419	-57.54702	2.362493	15.18096	0.33302	0.688746	1.07688	1.90135	10.25769
7590	-7280.605	-7223.932	-56.67276	2.1474	18.01329	0.310257	0.669825	1.07328	1.94664	10.09381
7600	-7263.559	-7210.538	-53.02084	2.027046	17.31498	0.296482	0.657859	1.07065	1.97501	9.930415
7610	-7275.981	-7217.559	-58.42211	1.802141	15.01883	0.268455	0.632177	1.06415	2.03522	10.31375
7620	-7307.868	-7246.933	-60.93454	1.860933	17.65076	0.276089	0.639361	1.06609	2.01846	10.36124
7630	-7295.144	-7231.571	-63.57321	2.130141	16.11449	0.30833	0.668176	1.07293	1.95057	10.62206
7640	-7280.555	-7230.026	-50.52888	2.181831	18.07537	0.314055	0.673054	1.07394	1.93895	9.7492
7650	-7293.502	-7228.255	-65.24608	2.138911	13.78608	0.309311	0.669017	1.07311	1.94857	10.74867
7660	-7297.884	-7235.533	-62.35029	1.86391	15.44221	0.27647	0.639715	1.06618	2.01764	10.56971
7670	-7285.299	-7224.843	-60.45632	2.165762	15.16831	0.31229	0.671557	1.07363	1.94252	10.44936
7680	-7266.964	-7231.668	-35.29609	2.183706	16.42946	0.31426	0.673227	1.07397	1.93854	8.883155
7690	-7268.559	-7215.912	-52.64682	2.120385	14.38963	0.307234	0.667234	1.07273	1.9528	9.893281
7700	-7291.855	-7239.464	-52.39089	2.226334	16.15415	0.318874	0.677108	1.07474	1.92927	9.927762
7710	-7281.917	-7228.144	-53.77271	2.525344	15.19172	0.348846	0.701325	1.07891	1.87092	10.00935
7720	-7283.78	-7230.261	-53.51929	2.222833	16.82313	0.318498	0.676794	1.07468	1.93003	9.980436
7730	-7295.864	-7247.117	-48.7466	1.880094	16.0849	0.278529	0.641626	1.06668	2.01317	9.701798
7740	-7288.329	-7238.14	-50.18892	1.958769	14.1427	0.288303	0.650556	1.06892	1.99222	9.698668
7750	-7290.524	-7224.955	-65.56942	2.45541	15.25926	0.342188	0.696088	1.0781	1.88362	10.78405
7760	-7286.306	-7222.991	-63.3146	2.227318	14.36092	0.318979	0.677196	1.07476	1.92906	10.6339
7770	-7300.832	-7233.846	-66.98549	1.922999	15.43532	0.283906	0.646568	1.06794	2.00159	10.87016
7780	-7282.66	-7229.068	-53.59156	2.16742	15.54653	0.312473	0.671712	1.07367	1.94215	10.00378
7790	-7293.366	-7230.958	-62.4081	2.028388	15.50032	0.29664	0.657999	1.07068	1.97468	10.57208
7800	-7288.403	-7223.023	-65.37992	2.030033	15.8596	0.296834	0.65817	1.07072	1.97427	10.74805
7810	-7286.865	-7223.282	-63.58253	2.364989	13.12079	0.333271	0.68895	1.07692	1.90086	10.57011
7820	-7295.129	-7229.744	-65.38495	1.785777	16.05229	0.266289	0.630112	1.06357	2.04003	10.73807
7830	-7297.492	-7226.992	-70.50071	2.399912	14.36673	0.336757	0.691758	1.0774	1.89409	11.13424
7840	-7282.169	-7216.747	-65.42147	1.910234	14.18582	0.282319	0.645116	1.06757	2.00499	10.77692
7850	-7307.539	-7234.276	-73.26296	2.067851	15.5415	0.301242	0.66204	1.0716	1.96512	11.26947
7860	-7302.747	-7237.949	-64.79832	1.946556	16.15382	0.28681	0.649207	1.06859	1.99539	10.69585
7870	-7279.222	-7217.003	-62.21872	1.947088	14.3846	0.286876	0.649267	1.06861	1.99525	10.55832
7880	-7300.153	-7231.131	-69.02241	2.120698	15.58385	0.307269	0.667264	1.07274	1.95273	10.9943
7890	-7307.261	-7243.23	-64.03143	2.013316	15.47895	0.294859	0.656422	1.07032	1.9784	10.67747
7900	-7301.522	-7235.12	-66.40137	2.286856	15.94817	0.32527	0.682419	1.07575	1.91656	10.80752
7910	-7280.269	-7232.023	-48.24556	1.960114	17.78957	0.288466	0.650704	1.06896	1.99187	9.636446
7920	-7287.991	-7239.037	-48.95428	2.350033	15.1605	0.331761	0.687727	1.07671	1.90381	9.690697
7930	-7287.049	-7242.757	-44.29213	2.572043	17.68241	0.353182	0.704694	1.0794	1.86272	9.417465
7940	-7292.187	-7232.914	-59.27239	2.487342	15.37039	0.345253	0.698509	1.07848	1.87776	10.37096
7950	-7296.915	-7235.463	-61.45261	1.945696	15.35494	0.286705	0.649112	1.06857	1.99561	10.51303
7960	-7298.614	-7240.148	-58.46674	2.132296	15.03745	0.308571	0.668383	1.07297	1.95007	10.31696
7970	-7285.285	-7233.266	-52.01863	2.466013	16.40214	0.343211	0.696898	1.07823	1.88166	9.901482
7980	-7304.723	-7230.382	-74.34082	2.250555	14.92033	0.321455	0.679261	1.07516	1.92413	11.37907
7990	-7295.241	-7229.779	-65.46211	2.955455	16.83383	0.385786	0.729031	1.08229	1.8029	10.6895
8000	-7285.992	-7222.015	-63.97717	2.293752	13.97195	0.325988	0.683009	1.07586	1.91514	10.66652
8010	-7287.537	-7219.746	-67.79111	2.06333	14.31322	0.300719	0.661583	1.0715	1.9662	10.94534
8020	-7302.411	-7234.534	-67.87729	1.771994	17.06872	0.264451	0.628349	1.06308	2.04412	10.81185
8030	-7287.004	-7221.659	-65.34453	1.86465	15.24191	0.276564	0.639803	1.0662	2.01743	10.76978
8040	-7288.634	-7224.541	-64.09345	1.988115	15.44037	0.291852	0.653744	1.06969	1.98471	10.68265
8050	-7281.143	-7216.893	-64.25003	2.201403	13.40075	0.316186	0.674853	1.0743	1.93466	10.64858
8060	-7282.299	-7225.617	-56.68232	2.454459	17.15681	0.342096	0.696015	1.07809	1.8838	10.1511
8070	-7295.626	-7246.076	-49.55061	2.28773	14.61245	0.325361	0.682494	1.07577	1.91638	9.696787
8080	-7279.743	-7225.451	-54.29201	2.497699	17.46444	0.346238	0.699283	1.0786	1.87588	9.995739
8090	-7297.564	-7248.182	-49.38209	2.13159	17.04725	0.308492	0.668315	1.07296	1.95023	9.728892
8100	-7288.003	-7223.508	-64.49569	2.28252	14.53956	0.324818	0.682046	1.07568	1.91745	10.71892
8110	-7285.833	-7230.394	-55.43871	2.091847	16.64452	0.303997	0.664438	1.07213	1.95944	10.10175
8120	-7297.095	-7232.368	-64.72621	2.155921	15.17012	0.311203	0.670632	1.07344	1.94472	10.73083
8130	-7277.013	-7215.559	-61.45364	2.001643	15.53823	0.293471	0.655188	1.07003	1.98131	10.50968
8140	-7294.11	-7224.708	-69.40146	1.911464	14.26856	0.282472	0.645256	1.06761	2.00466	11.05782
8150	-7290.932	-7211.631	-79.30095	1.918635	12.96599	0.283365	0.646073	1.06781	2.00275	11.76361
8160	-7292.058	-7223.163	-68.8953	1.745314	14.21061	0.260854	0.624876	1.06208	2.05219	11.022
8170	-7282.774	-7218.092	-64.68259	1.953108	16.24731	0.287612	0.649933	1.06877	1.99368	10.68321
8180	-7297.723	-7228.774	-68.94952	2.046679	14.15692	0.298784	0.659887	1.07111	1.97021	11.02534
8190	-7275.711	-7224.782	-50.92923	2.042088	16.75648	0.298248	0.659416	1.07101	1.97133	9.828218
8200	-7274.382	-7221.924	-52.45859	2.022	16.66245	0.295887	0.657333	1.07053	1.97625	9.922219
8210	-7287.907	-7222.52	-65.38722	1.824127	14.04132	0.271337	0.634906	1.06489	2.02886	10.77005
8220	-7295.01	-7228.979	-66.0313	2.640729	15.08421	0.359405	0.709473	1.08006	1.85106	10.81899
8230	-7265.549	-7208.873	-56.67589	2.213745	14.39429	0.317521	0.675975	1.07452	1.93198	10.17354
8240	-7292.1	-7231.403	-60.69711	1.862379	14.45582	0.276274	0.639533	1.06613	2.01806	10.45507
8250	-7268.432	-7216.107	-52.32443	2.192497	15.24735	0.315219	0.674038	1.07414	1.93661	9.915708
8260	-7265.396	-7207.555	-57.84121	2.219343	17.31787	0.318123	0.67648	1.07462	1.93078	10.20862
8270	-7284.66	-7223.207	-61.45322	2.027045	13.70297	0.296482	0.657859	1.07065	1.97501	10.46724
8280	-7291.907	-7228.734	-63.17358	2.22016	14.7912	0.318211	0.676554	1.07463	1.9306	10.63055
8290	-7298.616	-7221.593	-77.02302	2.099465	12.48692	0.304866	0.66519	1.07229	1.95765	11.55476
8300	-7291.744	-7227.992	-63.75247	2.32089	14.00203	0.32879	0.685307	1.07628	1.90963	10.65186
8310	-7300.571	-7235.805	-64.76578	1.780421	17.08863	0.265576	0.629429	1.06338	2.04161	10.62792
8320	-7280.192	-7221.736	-58.45588	2.522365	12.7001	0.348567	0.701107	1.07888	1.87145	10.11008
8330	-7300.826	-7236.261	-64.56506	2.532244	13.73065	0.349492	0.701829	1.07898	1.86969	10.69603
8340	-7291.385	-7229.022	-62.36266	2.102413	15.02541	0.305201	0.66548	1.07235	1.95697	10.57609
8350	-7300.9	-7231.154	-69.74651	2.269803	14.86634	0.323486	0.680945	1.07548	1.92009	11.07282
8360	-7294.098	-7237.975	-56.12295	2.321223	13.66758	0.328824	0.685335	1.07628	1.90956	10.0744
8370	-7308.572	-7242.335	-66.23662	2.242263	15.6427	0.320575	0.678528	1.07502	1.92588	10.81289
8380	-7274.481	-7215.571	-58.91008	2.31475	14.4816	0.328159	0.684791	1.07618	1.91087	10.33251
8390	-7292.548	-7237.37	-55.17757	2.238445	14.43008	0.320168	0.678189	1.07495	1.92669	10.07169
8400	-7291.074	-7238.376	-52.69782	2.378764	15.35686	0.334653	0.690065	1.07711	1.89817	9.942916
8410	-7284.027	-7231.304	-52.72263	2.055507	17.0441	0.299812	0.660789	1.07132	1.96808	9.924975
8420	-7285.938	-7221.846	-64.09222	1.8459	15.86198	0.274159	0.637558	1.06561	2.02267	10.66675
8430	-7277.597	-7216.21	-61.38665	2.136045	16.71456	0.308991	0.668742	1.07305	1.94922	10.45489
8440	-7291.243	-7230.669	-60.57446	1.949272	15.99176	0.287143	0.649509	1.06867	1.99468	10.44062
8450	-7281.779	-7222.532	-59.24617	2.068121	15.56436	0.301273	0.662067	1.0716	1.96506	10.36725
8460	-7287.419	-7235.057	-52.36207	2.096976	15.51998	0.304582	0.664945	1.07224	1.95824	9.924286
8470	-7266.277	-7220.868	-45.40885	2.259247	17.15034	0.322374	0.680024	1.0753	1.9223	9.494137
8480	-7287.406	-7225.359	-62.04683	1.677359	16.17777	0.251467	0.615642	1.05934	2.07355	10.52438
8490	-7280.349	-7232.992	-47.35674	2.170823	16.69749	0.312847	0.672031	1.07373	1.94139	9.615687
8500	-7287.267	-7234.159	-53.10755	2.215514	16.91732	0.317711	0.676135	1.07455	1.9316	9.952551
8510	-7327.963	-7258.351	-69.61148	1.996404	14.59429	0.292845	0.654631	1.0699	1.98262	11.06995
8520	-7328.533	-7259.071	-69.46175	2.293148	15.27494	0.325925	0.682958	1.07585	1.91527	11.03842
8530	-7312.824	-7247.318	-65.50548	2.116375	17.73158	0.306782	0.666844	1.07265	1.95373	10.61237
8540	-7301.682	-7231.097	-70.58518	1.969256	14.7283	0.289577	0.651704	1.0692	1.98952	11.13344
8550	-7299.303	-7232.302	-67.00063	2.016324	16.07278	0.295216	0.656738	1.07039	1.97765	10.83742
8560	-7293.439	-7229.5	-63.93942	2.417116	15.71034	0.338455	0.693118	1.07762	1.89081	10.66347
8570	-7284.55	-7218.976	-65.57338	1.882068	13.51214	0.278779	0.641857	1.06674	2.01263	10.75571
8580	-7301.129	-7233.392	-67.73658	2.172232	14.16457	0.313002	0.672162	1.07376	1.94108	10.93979
8590	-7279.574	-7222.74	-56.8332	1.980499	15.65881	0.290936	0.652924	1.06949	1.98665	10.21162
8600	-7303.704	-7232.611	-71.09339	2.065282	16.72748	0.300945	0.661781	1.07154	1.96573	11.03438
8610	-7315.139	-7247.936	-67.20325	1.954968	14.30713	0.287839	0.650138	1.06882	1.9932	10.9042
8620	-7301.662	-7231.284	-70.37819	2.184217	13.46743	0.314316	0.673275	1.07398	1.93843	11.10923
8630	-7286.561	-7226.181	-60.38002	2.336601	14.90956	0.330397	0.686617	1.07651	1.90647	10.44327
8640	-7301.157	-7231.148	-70.00896	1.951552	16.77465	0.287422	0.649761	1.06873	1.99409	10.96517
8650	-7308.13	-7243.78	-64.35019	1.90137	13.41773	0.28121	0.644098	1.06731	2.00738	10.65751
8660	-7294.112	-7239.318	-54.79356	2.175607	15.16945	0.313373	0.672476	1.07382	1.94033	10.07606
8670	-7288.504	-7228.688	-59.81612	2.283041	12.40627	0.324872	0.68209	1.07569	1.91735	10.16013
8680	-7292.704	-7234.813	-57.8912	2.025258	17.35187	0.296271	0.657673	1.07061	1.97545	10.20931
8690	-7288.767	-7234.762	-54.0046	2.186062	15.19767	0.314517	0.673445	1.07402	1.93802	10.02476
8700	-7284.734	-7225.858	-58.87561	1.795876	13.73125	0.267628	0.63139	1.06393	2.03705	10.28172
8710	-7275.896	-7220.738	-55.15837	2.307986	15.9641	0.327462	0.68422	1.07608	1.91224	10.10233
8720	-7278.982	-7225.009	-53.97349	1.682628	16.18001	0.252207	0.616378	1.05956	2.07185	10.0253
8730	-7276.068	-7224.329	-51.73908	1.945094	16.31033	0.286631	0.649045	1.06855	1.99577	9.885796
8740	-7285.148	-7230.417	-54.73094	1.993364	14.40752	0.292481	0.654306	1.06982	1.98339	10.03929
8750	-7306.551	-7237.476	-69.07469	1.851635	12.14045	0.274897	0.638249	1.06579	2.02106	10.86236
8760	-7298.392	-7243.771	-54.62089	1.945488	14.93272	0.28668	0.649089	1.06856	1.99567	10.05782
8770	-7295.587	-7234.918	-60.66848	2.059531	17.58466	0.300279	0.661198	1.07141	1.96711	10.35146
8780	-7284.363	-7229.689	-54.67429	2.763323	14.42671	0.370081	0.717521	1.08107	1.83133	10.03659
8790	-7289.701	-7238.003	-51.69829	2.370445	15.77361	0.333819	0.689393	1.077	1.89979	9.884867
8800	-7283.505	-7228.921	-54.58458	2.326181	14.53859	0.329332	0.68575	1.07636	1.90856	10.0372
8810	-7293.163	-7228.898	-64.26544	2.159115	16.58458	0.311556	0.670933	1.0735	1.94401	10.63619
8820	-7295.468	-7226.408	-69.06028	2.066613	17.35507	0.301099	0.661915	1.07157	1.96542	10.85266
8830	-7307.917	-7247.983	-59.93428	1.957133	17.14112	0.288103	0.650377	1.06888	1.99264	10.3417
8840	-7299.58	-7236.357	-63.22267	2.285585	16.90111	0.325138	0.682309	1.07573	1.91682	10.55164
8850	-7291.005	-7227.834	-63.17098	2.118086	15.98472	0.306975	0.667011	1.07268	1.95333	10.60331
8860	-7287.645	-7225.253	-62.39207	1.761749	14.99164	0.263076	0.627025	1.0627	2.0472	10.57817
8870	-7298.404	-7235.56	-62.84454	1.954864	15.88713	0.287827	0.650127	1.06882	1.99323	10.58707
8880	-7317.064	-7239.849	-77.2141	1.854595	14.99784	0.275277	0.638604	1.06589	2.02023	11.56643
8890	-7284.581	-7222.661	-61.91977	2.259264	14.73128	0.322376	0.680026	1.0753	1.92229	10.54512
8900	-7295.61	-7241.657	-53.9529	2.050166	16.42645	0.29919	0.660244	1.0712	1.96937	10.0188
8910	-7289.573	-7231.183	-58.38916	2.309966	15.50461	0.327666	0.684387	1.07611	1.91183	10.31276
8920	-7283.236	-7225.983	-57.25293	1.908324	16.09196	0.28208	0.644897	1.06752	2.00551	10.23045
8930	-7298.199	-7241.47	-56.72891	2.048293	16.5558	0.298972	0.660053	1.07115	1.96982	10.18292
8940	-7301.38	-7237.344	-64.03677	2.395781	14.72313	0.336348	0.691429	1.07734	1.89488	10.68881
8950	-7281.983	-7228.515	-53.46789	2.113143	14.91369	0.306417	0.66653	1.07258	1.95447	9.979835
8960	-7285.044	-7213.944	-71.09943	2.013259	15.30946	0.294852	0.656416	1.07032	1.97841	11.14379
8970	-7290.057	-7231.358	-58.69862	2.318074	16.03859	0.328501	0.68507	1.07624	1.91019	10.32195
8980	-7299.522	-7237.441	-62.08115	1.907536	14.98222	0.281982	0.644807	1.06749	2.00572	10.55744
8990	-7275.344	-7218.83	-56.51387	2.260426	14.47029	0.322499	0.680128	1.07532	1.92205	10.16645
9000	-7294.691	-7236.196	-58.49508	2.404814	14.21243	0.337242	0.692147	1.07746	1.89315	10.29025
9010	-7298.59	-7240.947	-57.6423	2.049035	14.5119	0.299059	0.660129	1.07117	1.96964	10.24634
9020	-7296.084	-7231.623	-64.46124	2.076009	15.69394	0.302182	0.66286	1.07178	1.96318	10.69736
9030	-7304.971	-7236.965	-68.00631	2.118387	13.30844	0.307009	0.66704	1.07269	1.95326	10.92245
9040	-7306.335	-7238.379	-67.95605	1.784186	14.19124	0.266078	0.629909	1.06352	2.0405	10.95566
9050	-7313.409	-7242.713	-70.69685	2.138417	13.45448	0.309256	0.668969	1.0731	1.94868	11.13229
9060	-7311.643	-7241.566	-70.07709	2.361903	14.90237	0.33296	0.688698	1.07688	1.90147	11.0939
9070	-7287.183	-7230.186	-56.99719	2.056208	14.90134	0.299893	0.660861	1.07133	1.96791	10.21617
9080	-7266.638	-7209.588	-57.04976	2.175774	16.35666	0.313391	0.672492	1.07382	1.94029	10.20983
9090	-7302.645	-7237.965	-64.67911	2.221551	14.66611	0.318361	0.676679	1.07466	1.9303	10.73234
9100	-7295.389	-7228.649	-66.74078	2.112264	15.35154	0.306317	0.666444	1.07256	1.95468	10.85756
9110	-7296.42	-7239.149	-57.27101	2.006029	15.35079	0.293993	0.655653	1.07014	1.98021	10.24069
9120	-7297.96	-7235.947	-62.0135	2.420041	12.87906	0.338742	0.693347	1.07766	1.89025	10.41798
9130	-7306.79	-7240.318	-66.47168	2.304306	14.46799	0.327082	0.683908	1.07602	1.91299	10.8546
9140	-7286.806	-7229.691	-57.11453	2.075456	15.07523	0.302119	0.662805	1.07177	1.96331	10.22771
9150	-7283.581	-7224.388	-59.1927	1.948784	14.51957	0.287083	0.649455	1.06865	1.99481	10.35347
9160	-7322.891	-7252.23	-70.66076	2.075672	15.48362	0.302143	0.662827	1.07177	1.96326	11.10548
9170	-7309.92	-7245.268	-64.65219	1.89212	13.32281	0.280048	0.643029	1.06704	2.00988	10.67174
9180	-7276.224	-7213.71	-62.51461	2.149014	14.72321	0.310436	0.669978	1.07331	1.94628	10.58542
9190	-7263.778	-7202.373	-61.40479	1.910124	16.73194	0.282305	0.645103	1.06757	2.00502	10.4549
9200	-7286.317	-7221.372	-64.94458	2.069434	13.43613	0.301425	0.6622	1.07163	1.96474	10.7033
9210	-7286.13	-7218.33	-67.80058	2.079812	12.95366	0.302619	0.663241	1.07186	1.96228	10.87536
9220	-7281.135	-7227.265	-53.86953	2.145033	17.26273	0.309994	0.6696	1.07323	1.94718	9.982054
9230	-7297.301	-7242.118	-55.18318	1.825838	15.36917	0.27156	0.635116	1.06495	2.02837	10.1049
9240	-7275.849	-7224.794	-51.05508	2.309493	15.21612	0.327617	0.684347	1.0761	1.91193	9.831355
9250	-7309.081	-7246.189	-62.892	2.2195	14.97383	0.31814	0.676494	1.07462	1.93074	10.61159
9260	-7288.478	-7230.608	-57.86967	1.870183	15.27692	0.27727	0.640459	1.06637	2.0159	10.27953
9270	-7282.472	-7220.405	-62.06648	2.13081	14.37692	0.308405	0.66824	1.07294	1.95041	10.5475
9280	-7279.182	-7238.681	-40.50111	1.890019	16.5437	0.279783	0.642785	1.06698	2.01046	9.20249
9290	-7301.01	-7250.103	-50.90709	1.930446	15.40905	0.284828	0.647408	1.06815	1.99962	9.827798
9300	-7291.756	-7236.953	-54.80264	1.924868	16.5562	0.284138	0.646779	1.06799	2.00109	10.06655
9310	-7279.55	-7220.651	-58.89843	2.121367	15.59034	0.307344	0.667329	1.07275	1.95258	10.34456
9320	-7288.765	-7237.549	-51.21533	2.122955	16.12236	0.307523	0.667482	1.07278	1.95221	9.855145
9330	-7288.378	-7222.616	-65.76193	2.071194	15.52005	0.301628	0.662377	1.07167	1.96432	10.78768
9340	-7280.711	-7215.46	-65.25088	2.098252	13.89306	0.304728	0.665071	1.07226	1.95794	10.75429
9350	-7290.649	-7230.93	-59.71966	2.228827	13.62716	0.319141	0.677332	1.07479	1.92874	10.33382
9360	-7288.219	-7231.778	-56.44149	1.93222	17.34055	0.285047	0.647607	1.0682	1.99915	10.12644
9370	-7269.381	-7216.742	-52.63898	1.994885	16.92991	0.292663	0.654469	1.06986	1.98301	9.924399
9380	-7265.479	-7216.338	-49.1413	1.916789	16.51842	0.283135	0.645863	1.06776	2.00324	9.725038
9390	-7267.464	-7224.088	-43.37646	2.210569	15.79479	0.317178	0.675687	1.07446	1.93267	9.358149
9400	-7265.378	-7223.149	-42.22875	2.384837	18.4696	0.335259	0.690554	1.07719	1.89699	9.275519
9410	-7273.047	-7219.11	-53.93722	2.241466	15.09311	0.32049	0.678458	1.075	1.92605	10.01748
9420	-7266.768	-7210.095	-56.67306	2.212402	13.99289	0.317376	0.675853	1.0745	1.93227	10.1455
9430	-7303.515	-7237.479	-66.03587	1.94298	12.52676	0.286372	0.64881	1.0685	1.99632	10.68122
9440	-7281.547	-7228.665	-52.88209	2.340074	16.03518	0.33075	0.686905	1.07656	1.90578	9.959317
9450	-7303.014	-7243.17	-59.84449	2.178042	13.97712	0.31364	0.672702	1.07387	1.93979	10.37109
9460	-7309.734	-7238.755	-70.97899	1.968091	13.30898	0.289436	0.651577	1.06917	1.98982	11.14585
9470	-7288.175	-7218.028	-70.14753	2.219334	19.03528	0.318122	0.676479	1.07462	1.93078	10.71578
9480	-7274.222	-7216.151	-58.07087	2.371876	16.17915	0.333963	0.689509	1.07702	1.89951	10.27857
9490	-7303.555	-7242.702	-60.85362	2.164727	14.55328	0.312176	0.67146	1.07361	1.94275	10.4688
9500	-7287.708	-7235.226	-52.48209	2.251559	14.74319	0.321561	0.679349	1.07518	1.92391	9.905131
9510	-7279.275	-7223.409	-55.86545	2.113897	15.96987	0.306502	0.666603	1.07259	1.9543	10.14653
9520	-7294.321	-7231.807	-62.51463	2.251823	16.01089	0.321589	0.679373	1.07518	1.92386	10.56111
9530	-7307.311	-7250.963	-56.34744	2.605709	18.47853	0.356255	0.707062	1.07973	1.85695	10.03921
9540	-7305.65	-7233.702	-71.94815	2.683391	12.44318	0.363182	0.712341	1.08043	1.84404	11.14284
9550	-7268.319	-7209.592	-58.72719	1.866171	13.82538	0.276759	0.639984	1.06625	2.01701	10.27918
9560	-7293.442	-7232.438	-61.00351	2.02048	14.97911	0.295707	0.657174	1.07049	1.97663	10.4855
9570	-7278.264	-7224.007	-54.2568	2.200327	15.15563	0.31607	0.674755	1.07428	1.9349	10.04033
9580	-7273.156	-7227.18	-45.97636	2.357977	17.2304	0.332564	0.688378	1.07682	1.90224	9.525548
9590	-7294.101	-7228.109	-65.99199	2.10706	15.81907	0.305728	0.665936	1.07245	1.95588	10.78875
9600	-7279.813	-7217.796	-62.01697	1.938429	17.10575	0.285812	0.648302	1.06837	1.99752	10.46581
9610	-7283.505	-7229.041	-54.46376	2.217216	17.56812	0.317895	0.676288	1.07458	1.93123	9.999588
9620	-7296.749	-7241.035	-55.71381	1.87	14.93381	0.277247	0.640437	1.06637	2.01595	10.13105
9630	-7294.408	-7235.761	-58.64746	1.906328	14.1464	0.281831	0.644668	1.06746	2.00604	10.29698
9640	-7290.014	-7229.961	-60.05211	1.987872	14.4845	0.291823	0.653718	1.06968	1.98478	10.41147
9650	-7292.863	-7241.01	-51.85309	1.584527	17.57853	0.23809	0.602047	1.05502	2.10484	9.850458
9660	-7296.961	-7238.517	-58.44396	2.105145	15.55055	0.305511	0.665748	1.07241	1.95633	10.31586
9670	-7310.227	-7251.286	-58.94047	2.20833	15.20142	0.316936	0.675484	1.07442	1.93316	10.34955
9680	-7307.147	-7244.617	-62.52961	1.99088	16.0778	0.292184	0.65404	1.06976	1.98402	10.55902
9690	-7302.763	-7229.366	-73.3971	2.107243	12.96297	0.305749	0.665954	1.07246	1.95584	11.30806
9700	-7311.662	-7244.297	-67.36448	2.181944	13.48179	0.314067	0.673064	1.07394	1.93893	10.88638
9710	-7296.172	-7230.41	-65.76197	2.411547	13.62839	0.337907	0.692679	1.07755	1.89186	10.7773
9720	-7306.594	-7236.512	-70.08107	1.770478	14.0225	0.264248	0.628154	1.06302	2.04458	11.10411
9730	-7289.034	-7241.376	-47.65848	2.341419	17.8567	0.330887	0.687016	1.07658	1.90551	9.600549
9740	-7280.739	-7216.164	-64.57498	1.995079	13.54377	0.292687	0.654489	1.06987	1.98296	10.68421
9750	-7287.536	-7234.636	-52.90036	2.216531	13.9419	0.317821	0.676226	1.07457	1.93138	9.870582
9760	-7329.777	-7252.581	-77.19564	2.207462	15.45833	0.316842	0.675405	1.07441	1.93334	11.52969
9770	-7284.777	-7227.566	-57.21114	1.767229	14.29094	0.263812	0.627735	1.0629	2.04555	10.20484
9780	-7290.868	-7221.736	-69.13212	1.948535	13.91061	0.287053	0.649427	1.06865	1.99487	11.03409
9790	-7265.271	-7209.143	-56.1281	2.208451	15.5191	0.316949	0.675495	1.07443	1.93313	10.16694
9800	-7303.864	-7244.052	-59.81226	1.939669	13.3789	0.285965	0.648441	1.0684	1.99719	10.31496
9810	-7275.188	-7214.842	-60.34587	2.189406	17.68007	0.314882	0.673753	1.07408	1.93729	10.32555
9820	-7277.301	-7224.852	-52.44951	2.385432	17.45939	0.335318	0.690602	1.0772	1.89688	9.890491
9830	-7291.945	-7238.487	-53.45809	2.476425	16.34435	0.34421	0.697687	1.07835	1.87975	9.990502
9840	-7289.352	-7240.974	-48.37783	2.335676	16.38602	0.330302	0.686541	1.0765	1.90666	9.67957
9850	-7264.707	-7216.33	-48.37637	2.348822	16.81924	0.331638	0.687627	1.07669	1.90405	9.674801
9860	-7264.922	-7214.663	-50.25927	2.408188	17.31774	0.337576	0.692414	1.07751	1.8925	9.770817
