Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
995	1	-7298.209	-7235.105	-63.10389	1.876831	15.18458	0.278115	0.641243	1.06658	2.01406	10.62368
996	0	-7292.037	-7237.745	-54.29214	2.171857	15.32056	0.312961	0.672127	1.07375	1.94116	10.04614
997	1	-7285.827	-7224.015	-61.81242	2.227071	15.48201	0.318953	0.677174	1.07476	1.92912	10.53405
998	0	-7288.516	-7231.079	-57.43636	2.009503	15.04489	0.294406	0.65602	1.07023	1.97935	10.24857
999	1	-7270.918	-7229.672	-41.24538	2.20502	16.53584	0.316578	0.675183	1.07436	1.93387	9.247342
1000	0	-7282.82	-7222.731	-60.08878	2.122293	14.28094	0.307448	0.667418	1.07277	1.95236	10.40573
1001	1	-7270.881	-7229.766	-41.11518	2.447405	16.38913	0.341413	0.695473	1.078	1.88511	9.236421
1002	0	-7300.834	-7236.137	-64.69632	2.16564	15.37896	0.312277	0.671546	1.07363	1.94255	10.72358
1003	1	-7270.951	-7217.261	-53.69065	1.978486	15.95087	0.290693	0.652706	1.06944	1.98716	10.0105
1004	0	-7306.072	-7248.478	-57.59421	1.958905	16.54117	0.288319	0.650571	1.06893	1.99218	10.23581
1005	1	-7282.862	-7238.257	-44.60457	1.802351	15.00656	0.268483	0.632203	1.06415	2.03516	9.392807
1006	0	-7280.915	-7223.925	-56.99033	2.315469	17.28719	0.328233	0.684851	1.0762	1.91072	10.16136
1007	1	-7271.088	-7229.87	-41.2175	2.299013	16.26024	0.326534	0.683458	1.07594	1.91407	9.239337
1008	0	-7281.723	-7227.946	-53.77703	2.010933	16.19869	0.294576	0.656171	1.07026	1.97899	10.01285
1009	1	-7288.622	-7242.574	-46.04802	1.994151	14.95153	0.292575	0.65439	1.06984	1.98319	9.485097
1010	0	-7288.777	-7239.936	-48.84152	2.44308	17.93378	0.340993	0.69514	1.07795	1.88592	9.663061
1011	1	-7300.69	-7240.287	-60.4033	2.121933	15.88495	0.307408	0.667384	1.07276	1.95245	10.43347
1012	0	-7278.071	-7225.134	-52.93749	1.925263	15.34478	0.284187	0.646824	1.068	2.00099	9.958264
1013	1	-7305.262	-7236.439	-68.8235	1.725419	13.15546	0.25814	0.622231	1.06131	2.05832	10.97241
1014	0	-7289.877	-7224.065	-65.81174	2.246453	15.43398	0.32102	0.678899	1.07509	1.92499	10.79417
1015	1	-7303.668	-7234.4	-69.26823	2.168195	16.26401	0.312558	0.671785	1.07368	1.94198	10.96416
1016	0	-7283.175	-7221.961	-61.21408	2.28475	13.42115	0.325051	0.682238	1.07572	1.91699	10.42413
1017	1	-7276.657	-7221.577	-55.08016	2.226804	15.32883	0.318924	0.67715	1.07475	1.92917	10.09769
1018	0	-7301.403	-7235.708	-65.69471	2.28307	13.73816	0.324875	0.682093	1.07569	1.91734	10.77871
1019	1	-7288.525	-7223.557	-64.96837	2.103838	13.71591	0.305363	0.66562	1.07238	1.95663	10.72454
1020	0	-7281.856	-7224.162	-57.6945	2.354011	15.56243	0.332164	0.688053	1.07676	1.90302	10.26758
1021	1	-7296.795	-7231.646	-65.14901	2.302299	15.14188	0.326874	0.683738	1.07599	1.91339	10.75932
1022	0	-7287.594	-7225.408	-62.18588	2.136534	14.80409	0.309046	0.668789	1.07306	1.94911	10.56387
1023	1	-7281.339	-7226.876	-54.46235	2.659181	15.06169	0.361047	0.710722	1.08022	1.84801	10.05139
1024	0	-7285.042	-7231.336	-53.70502	2.620672	14.1276	0.357607	0.708098	1.07987	1.85442	9.945956
1025	1	-7268.265	-7211.304	-56.9615	2.337813	13.863	0.33052	0.686718	1.07653	1.90623	10.15494
1026	0	-7275.146	-7218.663	-56.48301	2.58533	19.45949	0.3544	0.705634	1.07953	1.86043	9.957971
1027	1	-7298.643	-7243.333	-55.30994	2.141683	13.86971	0.30962	0.669281	1.07316	1.94794	10.03647
1028	0	-7292.652	-7226.617	-66.03481	2.570787	15.85305	0.353067	0.704604	1.07939	1.86294	10.78969
1029	1	-7283.092	-7222.993	-60.09832	2.298692	16.64393	0.3265	0.683431	1.07594	1.91413	10.38174
1030	0	-7286.377	-7231.005	-55.37108	2.55384	18.02271	0.351502	0.703393	1.07921	1.86589	10.02088
1031	1	-7278.553	-7223.438	-55.11516	2.169654	14.00049	0.312719	0.671921	1.07371	1.94165	10.03486
1032	0	-7267.436	-7211.323	-56.11344	2.06465	14.8582	0.300872	0.661717	1.07153	1.96588	10.15551
1033	1	-7287.65	-7228.799	-58.85083	2.602743	14.53154	0.355986	0.706855	1.0797	1.85745	10.33038
1034	0	-7266.76	-7219.402	-47.35771	2.292352	13.89981	0.325842	0.68289	1.07584	1.91543	9.467298
1035	1	-7292.581	-7231.064	-61.51722	1.990592	15.17175	0.292149	0.654009	1.06975	1.98409	10.51928
1036	0	-7284.015	-7238.983	-45.03221	2.060207	17.61746	0.300357	0.661267	1.07143	1.96695	9.4613
1037	1	-7306.349	-7239.334	-67.01407	2.397968	14.0138	0.336565	0.691604	1.07737	1.89446	10.88514
1038	0	-7271.748	-7231.218	-40.53049	2.161395	17.21419	0.311808	0.671147	1.07355	1.9435	9.209544
1039	1	-7302.908	-7242.94	-59.96828	2.009782	15.35578	0.29444	0.65605	1.07023	1.97928	10.41636
1040	0	-7292.018	-7236.206	-55.81171	1.966754	15.92172	0.289274	0.651431	1.06914	1.99016	10.14391
1041	1	-7288.521	-7229.874	-58.64647	2.157894	16.16728	0.311421	0.670818	1.07348	1.94428	10.31456
1042	0	-7299.623	-7239.896	-59.72679	2.233138	14.75744	0.319602	0.677717	1.07486	1.92782	10.39683
1043	1	-7285.693	-7243.094	-42.59899	2.462484	19.23657	0.342871	0.696629	1.07819	1.88231	9.257503
1044	0	-7307.901	-7246.406	-61.49477	2.496544	13.55338	0.346129	0.699197	1.07859	1.87609	10.45765
1045	1	-7283.376	-7238.366	-45.00949	2.085344	19.11875	0.303254	0.663793	1.07199	1.96097	9.390129
1046	0	-7297.922	-7231.132	-66.79033	2.039601	15.59827	0.297957	0.65916	1.07095	1.97193	10.8504
1047	1	-7293.84	-7238.237	-55.60279	2.446713	17.46611	0.341346	0.69542	1.078	1.88524	10.07069
1048	0	-7289.031	-7224.455	-64.5763	2.188873	14.62663	0.314824	0.673704	1.07407	1.9374	10.72515
1049	1	-7295.901	-7225.207	-70.69391	2.222125	13.46684	0.318422	0.67673	1.07467	1.93018	11.13265
1050	0	-7286.95	-7235.337	-51.61298	2.278652	14.48476	0.324413	0.681712	1.07562	1.91825	9.828858
1051	1	-7262.224	-7217.721	-44.50283	1.850224	15.4814	0.274716	0.638079	1.06575	2.02146	9.415975
1052	0	-7307.567	-7242.656	-64.91077	2.208937	14.10344	0.317002	0.675539	1.07444	1.93302	10.73834
1053	1	-7287.447	-7233.717	-53.73006	2.157997	16.4275	0.311433	0.670828	1.07348	1.94426	10.00521
1054	0	-7286.964	-7228.161	-58.80295	2.271986	15.58172	0.323715	0.681135	1.07551	1.91964	10.33855
1055	1	-7276.62	-7214.206	-62.4146	1.959641	14.3486	0.288409	0.650652	1.06895	1.99199	10.57085
1056	0	-7292.399	-7237.204	-55.19475	2.658089	14.9854	0.36095	0.710649	1.08022	1.84819	10.09789
1057	1	-7299.938	-7233.257	-66.6808	1.82304	16.01881	0.271195	0.634772	1.06486	2.02917	10.82084
1058	0	-7278.179	-7227.797	-50.38119	2.058182	16.26478	0.300122	0.661061	1.07138	1.96744	9.802872
1059	1	-7286.91	-7218.957	-67.95272	1.768441	13.97477	0.263975	0.627891	1.06295	2.04519	10.95113
1060	0	-7293.785	-7241.447	-52.33708	2.582029	17.31386	0.354098	0.705401	1.0795	1.861	9.890977
1061	1	-7285.617	-7231.274	-54.34291	2.157509	16.45179	0.311378	0.670782	1.07347	1.94437	10.04185
1062	0	-7281.346	-7224.827	-56.5191	2.258722	15.94327	0.322319	0.679978	1.07529	1.92241	10.18796
1063	1	-7287.139	-7234.187	-52.95154	2.263893	18.05917	0.322864	0.680431	1.07538	1.92133	9.884282
1064	0	-7293.009	-7238.8	-54.20909	2.058075	15.08566	0.30011	0.66105	1.07138	1.96746	10.03528
1065	1	-7289.342	-7231.546	-57.79569	2.336755	15.56165	0.330412	0.68663	1.07651	1.90644	10.27408
1066	0	-7299.059	-7234.903	-64.15594	2.164102	18.28014	0.312107	0.671402	1.0736	1.94289	10.48242
1067	1	-7270.794	-7210.96	-59.83452	2.221935	15.50546	0.318402	0.676713	1.07467	1.93022	10.40597
1068	0	-7293.273	-7237.341	-55.93239	2.198181	13.26759	0.315837	0.674559	1.07424	1.93536	10.00936
1069	1	-7271.321	-7215.505	-55.81609	2.408707	16.46442	0.337627	0.692455	1.07751	1.89241	10.13098
1070	0	-7307.675	-7252.331	-55.34438	2.244268	15.8551	0.320788	0.678706	1.07505	1.92545	10.11532
1071	1	-7285.694	-7223.349	-62.34469	1.878171	15.38109	0.278285	0.6414	1.06662	2.0137	10.57063
1072	0	-7279.783	-7226.465	-53.31813	2.115476	15.99506	0.30668	0.666757	1.07263	1.95394	9.986845
1073	1	-7291.152	-7232.588	-58.5638	1.908941	15.04511	0.282157	0.644968	1.06753	2.00534	10.32351
1074	0	-7264.349	-7210.119	-54.22951	2.435388	15.38758	0.340244	0.694544	1.07786	1.88736	10.04312
1075	1	-7300.91	-7239.476	-61.43378	2.37318	19.00348	0.334094	0.689614	1.07703	1.89926	10.26134
1076	0	-7272.074	-7215.213	-56.86105	2.080421	14.21727	0.302689	0.663302	1.07188	1.96213	10.1756
1077	1	-7284.138	-7227.912	-56.22558	2.784112	14.67591	0.371839	0.718828	1.08122	1.82811	10.15636
1078	0	-7284.595	-7230.912	-53.68306	2.175535	16.50677	0.313365	0.67247	1.07382	1.94035	10.00031
1079	1	-7311.75	-7250.337	-61.41336	2.102057	14.44487	0.30516	0.665445	1.07235	1.95705	10.50428
1080	0	-7289.439	-7231.472	-57.96628	2.341918	16.9559	0.330938	0.687058	1.07659	1.90542	10.23763
1081	1	-7319.281	-7249.835	-69.44546	1.884054	13.34822	0.27903	0.642089	1.0668	2.01208	11.03312
1082	0	-7291.769	-7246.817	-44.95264	2.425861	15.60242	0.339313	0.693803	1.07773	1.88915	9.450569
1083	1	-7317.553	-7256.218	-61.33558	2.096944	17.0404	0.304579	0.664942	1.07224	1.95824	10.43057
1084	0	-7287.132	-7245.051	-42.08118	2.313831	17.41596	0.328064	0.684713	1.07617	1.91105	9.297294
1085	1	-7293.672	-7228.613	-65.05899	2.379987	17.36339	0.334775	0.690164	1.07713	1.89793	10.62137
1086	0	-7284.562	-7232.951	-51.61164	2.127397	16.33817	0.308022	0.667911	1.07287	1.95119	9.877616
1087	1	-7312.748	-7238.18	-74.56794	1.954769	11.97212	0.287815	0.650116	1.06882	1.99325	11.28898
1088	0	-7304.042	-7244.183	-59.85824	2.358692	13.34616	0.332637	0.688436	1.07683	1.9021	10.31464
1089	1	-7284.719	-7223.197	-61.52155	1.78729	14.27591	0.26649	0.630304	1.06363	2.03958	10.50586
1090	0	-7295.94	-7237.934	-58.00632	2.016093	14.28143	0.295188	0.656714	1.07039	1.97771	10.25994
1091	1	-7303.794	-7237.298	-66.49602	2.178986	13.96469	0.313743	0.67279	1.07388	1.93958	10.84655
1092	0	-7302.148	-7246.535	-55.6134	2.416108	14.82082	0.338356	0.693038	1.07761	1.891	10.12053
1093	1	-7307.43	-7238.711	-68.71885	1.83786	12.76083	0.27312	0.636585	1.06535	2.02495	10.92546
1094	0	-7290.337	-7228.139	-62.19762	2.023424	14.05202	0.296055	0.657482	1.07056	1.9759	10.54344
1095	1	-7282.53	-7220.302	-62.22777	2.139617	16.64116	0.30939	0.669084	1.07312	1.94841	10.50985
1096	0	-7299.008	-7236.04	-62.96746	2.433453	17.9884	0.340055	0.694394	1.07783	1.88772	10.44561
1097	1	-7281.631	-7216.642	-64.98914	2.076536	14.44723	0.302243	0.662913	1.07179	1.96305	10.75186
1098	0	-7259.697	-7207.062	-52.63492	2.110817	16.31488	0.306154	0.666303	1.07253	1.95501	9.940645
1099	1	-7284.592	-7226.199	-58.39297	2.32325	14.0736	0.329032	0.685505	1.07631	1.90915	10.27418
1100	0	-7307.09	-7237.495	-69.59557	2.160414	13.64719	0.3117	0.671055	1.07353	1.94371	11.05935
1101	1	-7280.881	-7220.413	-60.4681	2.104035	16.28861	0.305385	0.665639	1.07239	1.95659	10.42197
1102	0	-7298.731	-7234.769	-63.96175	1.978407	14.87174	0.290683	0.652698	1.06944	1.98718	10.68368
1103	1	-7287.553	-7213.199	-74.35438	2.236792	14.47918	0.319992	0.678042	1.07492	1.92704	11.39907
1104	0	-7273.233	-7226.45	-46.78291	2.011056	15.14572	0.294591	0.656184	1.07026	1.97896	9.546615
1105	1	-7290.662	-7224.086	-66.5761	1.949375	13.90268	0.287156	0.64952	1.06867	1.99465	10.85004
1106	0	-7277.767	-7221.303	-56.46405	2.542927	19.07634	0.350489	0.702605	1.0791	1.86781	9.993167
1107	1	-7275.164	-7227.9	-47.26436	2.83952	16.54144	0.376453	0.722237	1.0816	1.81971	9.611312
1108	0	-7273.539	-7220.244	-53.29534	2.169474	15.91669	0.312699	0.671905	1.0737	1.94169	9.985888
1109	1	-7286.252	-7230.402	-55.85017	2.11849	15.7107	0.30702	0.66705	1.07269	1.95324	10.14857
1110	0	-7275.523	-7219.2	-56.32305	2.361314	17.15871	0.332901	0.68865	1.07687	1.90158	10.13006
1111	1	-7299.006	-7235.262	-63.74434	2.220836	15.34669	0.318284	0.676614	1.07465	1.93045	10.66249
1112	0	-7295.441	-7230.258	-65.18367	1.94211	13.88426	0.286265	0.648713	1.06847	1.99655	10.74904
1113	1	-7293.468	-7227.353	-66.11478	2.275658	14.74295	0.3241	0.681453	1.07557	1.91887	10.82981
1114	0	-7299.966	-7234.352	-65.61388	2.333697	14.17165	0.330101	0.686376	1.07647	1.90705	10.79012
1115	1	-7300.822	-7227.274	-73.54788	2.299957	14.64167	0.326632	0.683539	1.07596	1.91387	11.33797
1116	0	-7275.135	-7221.208	-53.92645	2.067731	15.23714	0.301228	0.662028	1.0716	1.96515	10.02055
1117	1	-7272.223	-7218.675	-53.54843	1.840903	15.32773	0.273514	0.636954	1.06545	2.02409	9.997744
1118	0	-7293.564	-7230.909	-62.65419	2.732162	13.36088	0.367418	0.71553	1.08083	1.83622	10.5256
1119	1	-7280.156	-7230.17	-49.98548	1.938812	16.94604	0.28586	0.648345	1.06838	1.99741	9.767224
1120	0	-7287.339	-7232.939	-54.40035	2.082573	15.42132	0.302936	0.663517	1.07192	1.96162	10.05465
1121	1	-7271.934	-7220.076	-51.85788	1.958585	15.36285	0.28828	0.650536	1.06892	1.99227	9.888375
1122	0	-7284.052	-7235.051	-49.00089	2.117302	15.12223	0.306886	0.666935	1.07267	1.95351	9.6919
1123	1	-7285.843	-7238.098	-47.7447	2.229844	14.05961	0.31925	0.677423	1.0748	1.92852	9.515845
1124	0	-7279.801	-7223.961	-55.83967	2.440478	15.34697	0.34074	0.694939	1.07792	1.8864	10.14742
1125	1	-7275.699	-7223.737	-51.9614	2.092239	16.05989	0.304042	0.664477	1.07214	1.95935	9.901794
1126	0	-7289.648	-7240.089	-49.55905	2.125134	16.10736	0.307768	0.667693	1.07283	1.95171	9.752378
1127	1	-7275.688	-7224.977	-50.71082	1.960493	16.73841	0.288513	0.650746	1.06897	1.99177	9.815617
1128	0	-7297.473	-7232.75	-64.72341	2.519532	16.39857	0.348301	0.700899	1.07885	1.87195	10.67629
1129	1	-7280.609	-7222.662	-57.94685	2.291987	13.77329	0.325804	0.682858	1.07583	1.9155	10.21803
1130	0	-7271.38	-7224.821	-46.55878	2.112464	15.58604	0.30634	0.666464	1.07256	1.95463	9.55291
1131	1	-7291.272	-7232.151	-59.12046	2.268942	15.79186	0.323395	0.68087	1.07546	1.92027	10.355
1132	0	-7285.112	-7232.609	-52.50264	2.294049	17.41334	0.326019	0.683035	1.07587	1.91508	9.895807
1133	1	-7290.321	-7235.528	-54.79225	2.288995	13.21385	0.325493	0.682602	1.07579	1.91612	9.915145
1134	0	-7295.788	-7228.94	-66.8485	2.357029	14.65698	0.332469	0.6883	1.07681	1.90242	10.88032
1135	1	-7264.973	-7219.393	-45.57965	2.377292	16.50684	0.334505	0.689947	1.07709	1.89846	9.509393
1136	0	-7269.767	-7218.598	-51.16942	2.120359	18.16991	0.307231	0.667231	1.07273	1.95281	9.77891
1137	1	-7292.651	-7228.384	-64.26784	2.256316	13.58254	0.322065	0.679767	1.07525	1.92291	10.66441
1138	0	-7319.261	-7241.728	-77.53271	2.377072	14.14047	0.334483	0.689929	1.07709	1.8985	11.63216
1139	1	-7284.754	-7219.498	-65.25527	2.113349	14.47965	0.30644	0.66655	1.07258	1.95443	10.77064
1140	0	-7300.273	-7233.432	-66.84149	2.180234	13.8162	0.31388	0.672906	1.07391	1.93931	10.86571
1141	1	-7291.031	-7229.035	-61.99552	2.184121	16.22391	0.314305	0.673266	1.07398	1.93845	10.51898
1142	0	-7272.774	-7212.826	-59.9485	2.367596	12.84078	0.333533	0.689162	1.07696	1.90035	10.25149
1143	1	-7282.464	-7225.743	-56.72178	2.065387	15.88734	0.300957	0.661791	1.07154	1.96571	10.20167
1144	0	-7275.24	-7223.607	-51.63301	2.647546	15.22587	0.360013	0.709936	1.08012	1.84993	9.869661
1145	1	-7275.719	-7213.774	-61.9449	2.317024	14.22758	0.328393	0.684982	1.07622	1.91041	10.53361
1146	0	-7282.641	-7218.383	-64.25786	2.365625	16.80628	0.333335	0.689002	1.07693	1.90074	10.62001
1147	1	-7296.26	-7224.493	-71.76747	1.991046	13.97142	0.292203	0.654058	1.06976	1.98397	11.22408
1148	0	-7261.185	-7210.784	-50.40059	2.029966	15.63047	0.296826	0.658163	1.07072	1.97429	9.800298
1149	1	-7285.784	-7221.634	-64.14944	1.980275	13.91141	0.290909	0.6529	1.06949	1.9867	10.67594
1150	0	-7263.494	-7213.255	-50.23898	1.98097	16.11929	0.290992	0.652975	1.06951	1.98653	9.794588
1151	1	-7299.071	-7234.492	-64.57903	1.937057	12.29859	0.285644	0.648149	1.06833	1.99788	10.524
1152	0	-7294.101	-7229.646	-64.45531	2.191399	12.76297	0.315099	0.673937	1.07412	1.93685	10.59165
1153	1	-7290.974	-7239.052	-51.9217	2.12688	14.77235	0.307964	0.667862	1.07286	1.95131	9.868784
1154	0	-7278.77	-7223.226	-55.54369	2.330575	17.36122	0.329782	0.686116	1.07642	1.90768	10.07348
1155	1	-7270.231	-7216.157	-54.07407	1.880388	16.40699	0.278566	0.64166	1.06669	2.01309	10.02668
1156	0	-7282.241	-7223.809	-58.43199	2.275823	15.09522	0.324117	0.681467	1.07557	1.91884	10.31531
1157	1	-7292.399	-7237.876	-54.52267	2.120116	15.16517	0.307203	0.667208	1.07272	1.95287	10.0581
1158	0	-7268.46	-7211.1	-57.35942	2.245587	17.54648	0.320928	0.678822	1.07507	1.92518	10.16589
1159	1	-7288.266	-7232.711	-55.55495	2.616148	18.69937	0.357199	0.707786	1.07983	1.85518	9.978194
1160	0	-7298.589	-7238.837	-59.75164	2.567519	15.42703	0.352766	0.704372	1.07935	1.86351	10.4016
1161	1	-7287.052	-7232.286	-54.76593	2.214327	15.11745	0.317583	0.676027	1.07453	1.93186	10.07301
1162	0	-7296.598	-7229.48	-67.11794	1.941121	14.57745	0.286144	0.648603	1.06844	1.99681	10.89917
1163	1	-7282.987	-7223.24	-59.74692	1.963123	15.84983	0.288833	0.651034	1.06904	1.99109	10.39314
1164	0	-7282.982	-7223.189	-59.79285	2.294729	15.78178	0.326089	0.683093	1.07588	1.91494	10.39783
1165	1	-7262.428	-7208.172	-54.2558	2.189022	15.37435	0.31484	0.673718	1.07407	1.93737	10.04463
1166	0	-7278.516	-7220.283	-58.23256	2.111483	15.77232	0.306229	0.666368	1.07254	1.95486	10.29914
1167	1	-7281.751	-7229.799	-51.95212	1.867507	17.05979	0.276929	0.640142	1.06629	2.01664	9.879182
1168	0	-7275.339	-7213.498	-61.8414	2.30963	14.63469	0.327631	0.684359	1.07611	1.9119	10.53832
1169	1	-7294.391	-7242.978	-51.41248	2.468689	15.13199	0.343468	0.697101	1.07826	1.88117	9.851755
1170	0	-7276.572	-7225.933	-50.63898	2.276656	15.17038	0.324204	0.681539	1.07559	1.91867	9.802221
1171	1	-7293.105	-7237.95	-55.15511	1.990677	15.48875	0.292159	0.654019	1.06975	1.98407	10.10409
1172	0	-7298.227	-7236.619	-61.60782	1.925164	16.15668	0.284175	0.646812	1.068	2.00101	10.49821
1173	1	-7305.502	-7244.772	-60.73025	2.267133	17.52123	0.323205	0.680713	1.07543	1.92065	10.35998
1174	0	-7292.473	-7229.273	-63.20019	2.276318	15.04934	0.324169	0.68151	1.07558	1.91874	10.63164
1175	1	-7305.182	-7246.213	-58.96878	2.079985	15.74295	0.302639	0.663258	1.07187	1.96223	10.34643
1176	0	-7285.054	-7230.385	-54.66915	2.075152	16.61581	0.302084	0.662774	1.07176	1.96338	10.05651
1177	1	-7271.83	-7229.633	-42.19674	2.100531	17.10146	0.304987	0.665295	1.07231	1.95741	9.307148
1178	0	-7312.347	-7239.642	-72.70516	2.060486	14.88344	0.30039	0.661295	1.07143	1.96688	11.27109
1179	1	-7306.792	-7241.512	-65.28041	1.858877	15.64955	0.275826	0.639116	1.06602	2.01904	10.75147
1180	0	-7286.394	-7232.877	-53.51672	2.346036	16.51011	0.331356	0.687398	1.07665	1.9046	9.990142
1181	1	-7280.768	-7221.677	-59.09079	2.086823	13.19078	0.303423	0.66394	1.07202	1.96062	10.23738
1182	0	-7281.652	-7223.936	-57.71632	2.302336	13.51007	0.326878	0.683741	1.07599	1.91339	10.174
1183	1	-7283.162	-7224.434	-58.72753	2.349304	15.07806	0.331687	0.687667	1.0767	1.90395	10.33473
1184	0	-7296.247	-7230.085	-66.16208	2.401123	13.67986	0.336877	0.691854	1.07741	1.89386	10.80961
1185	1	-7305.718	-7248.849	-56.86925	2.377308	14.21533	0.334507	0.689948	1.07709	1.89845	10.17605
1186	0	-7270.478	-7213.318	-57.16082	2.090033	13.4106	0.30379	0.664258	1.07209	1.95986	10.1208
1187	1	-7301.466	-7240.559	-60.90629	1.919204	14.29958	0.283435	0.646137	1.06783	2.0026	10.46376
1188	0	-7273.108	-7224.521	-48.58716	2.45409	15.78047	0.34206	0.695987	1.07809	1.88387	9.687768
1189	1	-7290.699	-7232.132	-58.56687	1.965786	16.00188	0.289156	0.651325	1.06911	1.99041	10.3148
1190	0	-7290.674	-7224.181	-66.49321	2.156943	14.69048	0.311316	0.670728	1.07346	1.94449	10.85589
1191	1	-7294.764	-7238.687	-56.0773	2.267806	16.6274	0.323276	0.680772	1.07544	1.92051	10.1408
1192	0	-7320.349	-7253.125	-67.22391	1.820867	14.52526	0.270912	0.634505	1.06479	2.0298	10.90659
1193	1	-7273.222	-7219.15	-54.0727	1.860846	14.68993	0.276078	0.639351	1.06608	2.01849	10.01038
1194	0	-7303.895	-7240.357	-63.53769	1.949943	16.31025	0.287225	0.649583	1.06869	1.99451	10.60918
1195	1	-7271.06	-7221.287	-49.77344	2.257762	16.46348	0.322218	0.679894	1.07528	1.92261	9.763976
1196	0	-7277.047	-7210.85	-66.19703	2.335988	15.84893	0.330334	0.686566	1.0765	1.9066	10.80014
1197	1	-7286.217	-7231.602	-54.61413	1.988184	17.81835	0.29186	0.653751	1.06969	1.9847	9.992581
1198	0	-7296.026	-7226.602	-69.42365	2.016598	14.19492	0.295248	0.656767	1.0704	1.97759	11.0591
1199	1	-7303.69	-7239.751	-63.93905	2.207856	15.68331	0.316885	0.675441	1.07442	1.93326	10.66449
1200	0	-7296.178	-7239.238	-56.93947	2.397309	16.95419	0.336499	0.691551	1.07736	1.89459	10.17716
1201	1	-7277.142	-7222.585	-54.55697	2.061887	17.3234	0.300552	0.661437	1.07146	1.96655	10.01868
1202	0	-7280.031	-7224.844	-55.1875	2.281897	15.97759	0.324753	0.681992	1.07567	1.91758	10.10397
1203	1	-7278.386	-7217.11	-61.27641	2.34035	15.02026	0.330778	0.686928	1.07657	1.90573	10.5038
1204	0	-7299.763	-7236.596	-63.16665	2.003724	15.99586	0.293719	0.655409	1.07008	1.98079	10.60253
1205	1	-7293.434	-7228.03	-65.40329	2.015004	15.92259	0.295059	0.6566	1.07036	1.97798	10.74629
1206	0	-7295.045	-7233.585	-61.45992	2.324895	16.8308	0.329201	0.685642	1.07634	1.90882	10.45195
1207	1	-7310.571	-7241.433	-69.13816	2.262297	14.60705	0.322696	0.680291	1.07535	1.92166	11.03734
1208	0	-7284.572	-7219.805	-64.76765	1.92047	15.03225	0.283593	0.646281	1.06787	2.00226	10.73605
1209	1	-7288.956	-7220.922	-68.03366	2.058001	12.60606	0.300101	0.661043	1.07138	1.96748	10.85185
1210	0	-7301.175	-7241.32	-59.8545	1.930058	17.60869	0.28478	0.647364	1.06814	1.99972	10.30332
1211	1	-7275.724	-7210.7	-65.02444	2.181929	14.02911	0.314066	0.673063	1.07394	1.93893	10.74375
1212	0	-7284.757	-7222.748	-62.00899	2.323892	13.59087	0.329098	0.685558	1.07632	1.90902	10.49881
1213	1	-7280.63	-7213.433	-67.19669	1.951042	13.90377	0.28736	0.649705	1.06871	1.99422	10.89472
1214	0	-7296.461	-7240.396	-56.06486	2.226994	17.2106	0.318945	0.677167	1.07475	1.92913	10.11216
1215	1	-7294.41	-7229.57	-64.83983	2.103723	15.17951	0.30535	0.665609	1.07238	1.95666	10.73811
1216	0	-7278.975	-7223.745	-55.23001	2.21953	16.46485	0.318143	0.676497	1.07462	1.93074	10.09537
1217	1	-7304.68	-7243.575	-61.10535	1.948383	16.64797	0.287034	0.64941	1.06864	1.99491	10.442
1218	0	-7295.343	-7230.805	-64.5371	2.273738	13.41107	0.323899	0.681287	1.07554	1.91927	10.67087
1219	1	-7297.292	-7242.539	-54.75292	2.162449	16.20821	0.311924	0.671246	1.07357	1.94326	10.0729
1220	0	-7298.555	-7234.985	-63.56969	2.802279	17.48806	0.373363	0.719958	1.08135	1.82533	10.52493
1221	1	-7296.031	-7249.67	-46.36131	2.216408	19.24819	0.317808	0.676215	1.07457	1.93141	9.452307
1222	0	-7278.161	-7223.089	-55.0729	2.388041	14.72908	0.335578	0.690811	1.07724	1.89637	10.08024
1223	1	-7302.202	-7249.76	-52.4426	2.005685	14.96803	0.293952	0.655617	1.07013	1.9803	9.9135
1224	0	-7269.244	-7221.187	-48.05681	2.75106	16.71891	0.369037	0.716742	1.08098	1.83325	9.65733
1225	1	-7281.348	-7225.47	-55.87814	2.424332	16.11668	0.339163	0.693683	1.07771	1.88944	10.14448
1226	0	-7302.152	-7243.063	-59.08964	2.054112	14.48049	0.29965	0.660647	1.07129	1.96842	10.34486
1227	1	-7270.27	-7227.975	-42.2952	2.391633	18.64481	0.335936	0.691098	1.07729	1.89568	9.27157
1228	0	-7302.502	-7245.101	-57.40138	1.963585	16.63589	0.288889	0.651085	1.06905	1.99098	10.22006
1229	1	-7282.945	-7224.846	-58.09822	2.135733	17.43711	0.308956	0.668712	1.07304	1.94929	10.21554
1230	0	-7284.556	-7235.354	-49.20217	2.393877	15.04962	0.336159	0.691278	1.07732	1.89525	9.70151
1231	1	-7304.146	-7230.657	-73.48923	1.99109	17.6956	0.292209	0.654063	1.06977	1.98396	11.06704
1232	0	-7291.847	-7231.432	-60.41519	2.298302	16.10754	0.32646	0.683398	1.07593	1.91421	10.42636
1233	1	-7286.528	-7228.66	-57.86755	2.180914	16.37597	0.313954	0.672969	1.07392	1.93916	10.25909
1234	0	-7304.36	-7237.698	-66.66153	1.787897	16.54553	0.266571	0.630381	1.06365	2.0394	10.78364
